word1,word2,freq
enjoy,reliable,37
george,michael,37
happy,sunday,37
maya,rudolph,37
pc,laptop,37
price,drop,37
skulls,records,37
type,laptop,37
apple,farm,36
booking,services,36
cashew,nuts,36
chicken,beef,36
chris,fry,36
coffee,taste,36
convenient,transportation,36
corned,beef,36
days,replacement,36
dipping,sauce,36
featuring,guest,36
guest,vocals,36
juice,recipe,36
korea,strawberry,36
mango,graham,36
milk,shake,36
mini,dress,36
mobile,phones,36
noise,cancellation,36
offer,price,36
pastry,vapors,36
plant,based,36
real,estate,36
red,grapes,36
reliable,safe,36
sausage,toppings,36
screaming,eagles,36
service,grab,36
shop,apple,36
special,offer,36
taxi,transportation,36
transportation,booking,36
transportation,service,36
app,android,35
apple,red,35
coconut,tree,35
hd,graphics,35
lemon,apple,35
lighten,skin,35
ooh,ooh,35
red,edition,35
seasonal,vegetables,35
york,giants,35
